age,workclass,education,marital-status,occupation,race,gender,hours-per-week,native-country,income
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[1, 42[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[17, 40[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,<=50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,High education,*,Technical,White,Male,"[42, 100[",North America,>50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Nontechnical,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Female,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,>50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
"[40, 80[",Local-gov,Low education,*,Other,White,Male,"[1, 42[",North America,<=50K
